State,Year,Quarter,Transaction_type,transaction_count,Transaction_amount,S.no
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Peer-to-peer payments,2086741,5382949598,792
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Recharge & bill payments,592431,425206924.5,793
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Financial Services,2237,3194409.94,794
dadra-&-nagar-haveli-&-daman-&-diu,2022,3,Others,7056,3729425.463,795
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Merchant payments,4415771,1889046056,796
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Peer-to-peer payments,2215052,5737539058,797
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Recharge & bill payments,548795,426040023.1,798
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Financial Services,2495,3169199.263,799
dadra-&-nagar-haveli-&-daman-&-diu,2022,4,Others,7472,3846409.106,800
delhi,2018,1,Recharge & bill payments,3947297,1320559613,801
delhi,2018,1,Peer-to-peer payments,2380820,9125685135,802
delhi,2018,1,Merchant payments,339809,375393115.2,803
delhi,2018,1,Financial Services,136240,45588429.27,804
delhi,2018,1,Others,318588,344277514.8,805
delhi,2018,2,Recharge & bill payments,4511737,2078183616,806
delhi,2018,2,Peer-to-peer payments,3542716,14348179103,807
delhi,2018,2,Merchant payments,837001,631597790.6,808
delhi,2018,2,Financial Services,205991,66584728.2,809
delhi,2018,2,Others,276278,321754664.5,810
delhi,2018,3,Peer-to-peer payments,8557153,22670122889,811
delhi,2018,3,Recharge & bill payments,5305635,3261844271,812
delhi,2018,3,Merchant payments,3808395,1048422634,813
delhi,2018,3,Financial Services,274526,45051151.35,814
delhi,2018,3,Others,601339,350405916.2,815
delhi,2018,4,Peer-to-peer payments,9973249,32389252495,816
delhi,2018,4,Merchant payments,9958967,2738429839,817
delhi,2018,4,Recharge & bill payments,7483633,3961160543,818
delhi,2018,4,Financial Services,265004,58162003.44,819
delhi,2018,4,Others,1506866,575852739,820
delhi,2019,1,Peer-to-peer payments,20216287,48250023721,821
delhi,2019,1,Merchant payments,13875931,3996618720,822
delhi,2019,1,Recharge & bill payments,10744978,5521320539,823
delhi,2019,1,Financial Services,223095,30997039.7,824
delhi,2019,1,Others,1947036,670171769.7,825
delhi,2019,2,Merchant payments,20891431,6816878923,826
delhi,2019,2,Peer-to-peer payments,20570311,65953571241,827
delhi,2019,2,Recharge & bill payments,12869453,8035701902,828
delhi,2019,2,Financial Services,137774,33985068.68,829
delhi,2019,2,Others,2702543,866678928.4,830
delhi,2019,3,Merchant payments,29453368,9857221392,831
delhi,2019,3,Peer-to-peer payments,25201978,81904443496,832
delhi,2019,3,Recharge & bill payments,11133404,10406524193,833
delhi,2019,3,Financial Services,92061,27952186.99,834
delhi,2019,3,Others,3657065,1000670778,835
delhi,2019,4,Peer-to-peer payments,33040093,1.06E+11,836
delhi,2019,4,Merchant payments,32537378,12864577363,837
delhi,2019,4,Recharge & bill payments,11609898,9500486081,838
delhi,2019,4,Financial Services,57063,21512527.97,839
delhi,2019,4,Others,3500565,779367300.5,840
delhi,2020,1,Merchant payments,33951545,14470782771,841
delhi,2020,1,Peer-to-peer payments,32410795,1.09E+11,842
delhi,2020,1,Recharge & bill payments,12822919,9498791148,843
delhi,2020,1,Financial Services,46529,39908838.25,844
delhi,2020,1,Others,2515816,619460879,845
delhi,2020,2,Peer-to-peer payments,27155938,86227124454,846
delhi,2020,2,Merchant payments,24963931,12708327044,847
delhi,2020,2,Recharge & bill payments,13568505,8699886044,848
delhi,2020,2,Financial Services,64790,75405868.16,849
delhi,2020,2,Others,288854,162694793.2,850
delhi,2020,3,Peer-to-peer payments,41498638,1.40E+11,851
delhi,2020,3,Merchant payments,40973792,21858176583,852
delhi,2020,3,Recharge & bill payments,13448341,12883226305,853
delhi,2020,3,Financial Services,85689,114341865.3,854
delhi,2020,3,Others,485401,234194502.8,855
delhi,2020,4,Merchant payments,54581166,31106554563,856
delhi,2020,4,Peer-to-peer payments,49631928,1.72E+11,857
delhi,2020,4,Recharge & bill payments,14862946,12921793577,858
delhi,2020,4,Financial Services,114862,160007919.8,859
delhi,2020,4,Others,1349515,530676173.3,860
delhi,2021,1,Merchant payments,72615587,39861532639,861
delhi,2021,1,Peer-to-peer payments,61957428,2.11E+11,862
delhi,2021,1,Recharge & bill payments,21164274,15447408659,863
delhi,2021,1,Financial Services,153039,203106852.4,864
delhi,2021,1,Others,1468676,592745151.9,865
delhi,2021,2,Merchant payments,75620295,42933366743,866
delhi,2021,2,Peer-to-peer payments,68497718,2.23E+11,867
delhi,2021,2,Recharge & bill payments,25026678,15310096463,868
delhi,2021,2,Financial Services,158170,190019761.5,869
delhi,2021,2,Others,854403,472659189.3,870
delhi,2021,3,Merchant payments,115250887,64006915631,871
delhi,2021,3,Peer-to-peer payments,93292876,2.98E+11,872
delhi,2021,3,Recharge & bill payments,28427032,20934734872,873
delhi,2021,3,Financial Services,144460,220660990.2,874
delhi,2021,3,Others,1645353,690472449.1,875
delhi,2021,4,Merchant payments,149204611,88990516304,876
delhi,2021,4,Peer-to-peer payments,112380292,3.77E+11,877
delhi,2021,4,Recharge & bill payments,30127352,22290161823,878
delhi,2021,4,Financial Services,199280,287950130.2,879
delhi,2021,4,Others,771824,569713470.7,880
delhi,2022,1,Merchant payments,174454937,98212381476,881
delhi,2022,1,Peer-to-peer payments,125111881,4.15E+11,882
delhi,2022,1,Recharge & bill payments,29435981,22482865573,883
delhi,2022,1,Financial Services,195184,271039329.1,884
delhi,2022,1,Others,1801878,693588769.4,885
delhi,2022,2,Merchant payments,233412802,1.22E+11,886
delhi,2022,2,Peer-to-peer payments,143447534,4.81E+11,887
delhi,2022,2,Recharge & bill payments,32971294,26876059610,888
delhi,2022,2,Financial Services,160827,209425798.8,889
delhi,2022,2,Others,641727,426563425.7,890
delhi,2022,3,Merchant payments,276635347,1.34E+11,891
delhi,2022,3,Peer-to-peer payments,160580425,5.09E+11,892
delhi,2022,3,Recharge & bill payments,37572389,33177115465,893
delhi,2022,3,Financial Services,195218,265479580.4,894
delhi,2022,3,Others,608782,448676465.8,895
delhi,2022,4,Merchant payments,305621913,1.53E+11,896
delhi,2022,4,Peer-to-peer payments,171970100,5.59E+11,897
delhi,2022,4,Recharge & bill payments,36775874,31954251758,898
delhi,2022,4,Financial Services,228639,299454652.8,899
delhi,2022,4,Others,606931,477098950.6,900
goa,2018,1,Recharge & bill payments,85991,18273814.16,901
goa,2018,1,Peer-to-peer payments,59651,268175048.1,902
goa,2018,1,Merchant payments,7880,11036031.74,903
goa,2018,1,Financial Services,1191,520105.6424,904
goa,2018,1,Others,6184,5851742.732,905
goa,2018,2,Recharge & bill payments,120943,30994284.17,906
goa,2018,2,Peer-to-peer payments,87878,419492232.5,907
goa,2018,2,Merchant payments,12456,20162855.71,908
goa,2018,2,Financial Services,1903,733429.4273,909
goa,2018,2,Others,6395,7221023.531,910
goa,2018,3,Recharge & bill payments,158797,40314972.94,911
goa,2018,3,Peer-to-peer payments,150297,639468418.1,912
goa,2018,3,Merchant payments,21587,26634198.18,913
goa,2018,3,Financial Services,1867,468171.3648,914
goa,2018,3,Others,6963,6281208.621,915
goa,2018,4,Peer-to-peer payments,246426,1021902315,916
goa,2018,4,Recharge & bill payments,212122,54832855.89,917
goa,2018,4,Merchant payments,45586,66666113.92,918
goa,2018,4,Financial Services,2523,723599.2328,919
goa,2018,4,Others,8098,8880194.431,920
goa,2019,1,Peer-to-peer payments,378848,1310759848,921
goa,2019,1,Recharge & bill payments,275277,78212835.04,922
goa,2019,1,Merchant payments,74527,75946974.41,923
goa,2019,1,Financial Services,2013,499592.0967,924
goa,2019,1,Others,8147,9904147.91,925
goa,2019,2,Peer-to-peer payments,373759,1391933791,926
goa,2019,2,Recharge & bill payments,278060,93218689.42,927
goa,2019,2,Merchant payments,104592,92873008.65,928
goa,2019,2,Financial Services,1211,515859.8077,929
goa,2019,2,Others,10819,13325754.76,930
goa,2019,3,Peer-to-peer payments,475178,1704668027,931
goa,2019,3,Recharge & bill payments,453806,157952855,932
goa,2019,3,Merchant payments,150578,123948570.6,933
goa,2019,3,Financial Services,1510,1282344.844,934
goa,2019,3,Others,11344,12515394.12,935
goa,2019,4,Peer-to-peer payments,698728,2484453030,936
goa,2019,4,Recharge & bill payments,552421,205602115.1,937
goa,2019,4,Merchant payments,250893,218404664.9,938
goa,2019,4,Financial Services,1497,649712.8451,939
goa,2019,4,Others,11733,14350825.33,940
goa,2020,1,Peer-to-peer payments,817198,2851686769,941
goa,2020,1,Recharge & bill payments,678079,244739382.2,942
goa,2020,1,Merchant payments,373110,298421548.1,943
goa,2020,1,Financial Services,1762,1816477.569,944
goa,2020,1,Others,11088,13707055.39,945
goa,2020,2,Recharge & bill payments,758617,241196540.9,946
goa,2020,2,Peer-to-peer payments,493326,1766723888,947
goa,2020,2,Merchant payments,221358,168591711.9,948
goa,2020,2,Financial Services,3081,3328361.318,949
goa,2020,2,Others,5710,3775927.611,950
goa,2020,3,Peer-to-peer payments,759351,2723430713,951
goa,2020,3,Recharge & bill payments,696770,280187505,952
goa,2020,3,Merchant payments,446880,353193881.5,953
goa,2020,3,Financial Services,4985,6418950.467,954
goa,2020,3,Others,7545,5112530.621,955
goa,2020,4,Peer-to-peer payments,1550251,5407626413,956
goa,2020,4,Merchant payments,1389834,1123844213,957
goa,2020,4,Recharge & bill payments,839199,345088772.4,958
goa,2020,4,Financial Services,7287,10386560.39,959
goa,2020,4,Others,14810,12846789.25,960
goa,2021,1,Peer-to-peer payments,2235456,7553384653,961
goa,2021,1,Merchant payments,2195509,1768358977,962
goa,2021,1,Recharge & bill payments,880682,410604192.7,963
goa,2021,1,Financial Services,8138,12207778.15,964
goa,2021,1,Others,11764,12687278.26,965
goa,2021,2,Merchant payments,1869384,1411529034,966
goa,2021,2,Peer-to-peer payments,1866837,6195032351,967
goa,2021,2,Recharge & bill payments,953219,383804809.4,968
goa,2021,2,Financial Services,8303,12371843.84,969
goa,2021,2,Others,12392,10115549.03,970
goa,2021,3,Merchant payments,2865625,2143135315,971
goa,2021,3,Peer-to-peer payments,2560305,7871092673,972
goa,2021,3,Recharge & bill payments,1017351,438838003.2,973
goa,2021,3,Financial Services,8337,12943224.07,974
goa,2021,3,Others,16145,12416377.6,975
goa,2021,4,Merchant payments,5474662,4384250603,976
goa,2021,4,Peer-to-peer payments,4408822,13618351953,977
goa,2021,4,Recharge & bill payments,1170180,585734312.4,978
goa,2021,4,Financial Services,11320,17101084.66,979
goa,2021,4,Others,23775,21819163.2,980
goa,2022,1,Merchant payments,6364271,4682000388,981
goa,2022,1,Peer-to-peer payments,4640380,14449830642,982
goa,2022,1,Recharge & bill payments,1177071,646403472.1,983
goa,2022,1,Financial Services,11677,17490493.19,984
goa,2022,1,Others,20699,20720407.6,985
goa,2022,2,Merchant payments,7812998,5736211014,986
goa,2022,2,Peer-to-peer payments,5097942,16372343177,987
goa,2022,2,Recharge & bill payments,1279377,738765635.3,988
goa,2022,2,Financial Services,10666,13192736.03,989
goa,2022,2,Others,15071,12525197.3,990
goa,2022,3,Merchant payments,7595135,5112175255,991
goa,2022,3,Peer-to-peer payments,4449008,13780955270,992
goa,2022,3,Recharge & bill payments,1122869,657115143.5,993
goa,2022,3,Financial Services,9992,12650738.42,994
goa,2022,3,Others,11683,11368868.04,995
goa,2022,4,Merchant payments,10319138,6739205748,996
goa,2022,4,Peer-to-peer payments,5652373,17421974715,997
goa,2022,4,Recharge & bill payments,1195865,734121700.6,998
goa,2022,4,Financial Services,12147,15705663.13,999
goa,2022,4,Others,13151,13978544.18,1000
gujarat,2018,1,Recharge & bill payments,3691952,878929081,1001
gujarat,2018,1,Peer-to-peer payments,1738974,6318864760,1002
gujarat,2018,1,Merchant payments,145436,166036667.6,1003
gujarat,2018,1,Financial Services,122117,27986679.01,1004
gujarat,2018,1,Others,250296,186165067.6,1005
gujarat,2018,2,Recharge & bill payments,4643367,1571880396,1006
gujarat,2018,2,Peer-to-peer payments,2483231,10009680530,1007
gujarat,2018,2,Merchant payments,275503,356984574.1,1008
gujarat,2018,2,Financial Services,140704,38598263.23,1009
gujarat,2018,2,Others,202928,185541007.5,1010
gujarat,2018,3,Peer-to-peer payments,5287200,15272745138,1011
gujarat,2018,3,Recharge & bill payments,5117168,1938041689,1012
gujarat,2018,3,Merchant payments,573440,466209496.8,1013
gujarat,2018,3,Financial Services,136468,24930605.61,1014
gujarat,2018,3,Others,219873,164477497.1,1015
gujarat,2018,4,Peer-to-peer payments,6488202,21207285185,1016
gujarat,2018,4,Recharge & bill payments,6138404,2297332323,1017
gujarat,2018,4,Merchant payments,1656377,1088373316,1018
gujarat,2018,4,Financial Services,133915,30699273.17,1019
gujarat,2018,4,Others,316405,207297005.7,1020
gujarat,2019,1,Peer-to-peer payments,13465044,31231285551,1021
gujarat,2019,1,Recharge & bill payments,8595256,3104251733,1022
gujarat,2019,1,Merchant payments,2493340,1296376125,1023
gujarat,2019,1,Financial Services,114539,19581520.57,1024
gujarat,2019,1,Others,323272,204585378.8,1025
gujarat,2019,2,Peer-to-peer payments,12547493,41853661230,1026
gujarat,2019,2,Recharge & bill payments,10434449,4651874823,1027
gujarat,2019,2,Merchant payments,5486791,2526448415,1028
gujarat,2019,2,Financial Services,70502,17349813.39,1029
gujarat,2019,2,Others,442607,271280936.6,1030
gujarat,2019,3,Peer-to-peer payments,14529353,49206585462,1031
gujarat,2019,3,Merchant payments,11788077,4211116461,1032
gujarat,2019,3,Recharge & bill payments,11349625,5768100024,1033
gujarat,2019,3,Financial Services,78609,20507001.23,1034
gujarat,2019,3,Others,482985,256386015.2,1035
gujarat,2019,4,Peer-to-peer payments,19107911,64477452639,1036
gujarat,2019,4,Recharge & bill payments,12967713,6517891167,1037
gujarat,2019,4,Merchant payments,9964076,5480269120,1038
gujarat,2019,4,Financial Services,63498,20202767.26,1039
gujarat,2019,4,Others,444434,194846362.4,1040
gujarat,2020,1,Peer-to-peer payments,19068093,72393727235,1041
gujarat,2020,1,Recharge & bill payments,15648472,7197595157,1042
gujarat,2020,1,Merchant payments,12191478,7210758662,1043
gujarat,2020,1,Financial Services,50753,27460255.46,1044
gujarat,2020,1,Others,367621,165535312.4,1045
gujarat,2020,2,Recharge & bill payments,19971660,8322688557,1046
gujarat,2020,2,Peer-to-peer payments,17569398,64723140394,1047
gujarat,2020,2,Merchant payments,9645967,7196610932,1048
gujarat,2020,2,Financial Services,59617,53132341.31,1049
gujarat,2020,2,Others,173543,92274135.41,1050
gujarat,2020,3,Peer-to-peer payments,23130724,89142122337,1051
gujarat,2020,3,Merchant payments,18338969,12749796642,1052
gujarat,2020,3,Recharge & bill payments,17481357,9820654244,1053
gujarat,2020,3,Financial Services,92278,84723188.62,1054
gujarat,2020,3,Others,246851,124456073.2,1055
gujarat,2020,4,Peer-to-peer payments,29967258,1.17E+11,1056
gujarat,2020,4,Merchant payments,28430460,20844321157,1057
gujarat,2020,4,Recharge & bill payments,18943669,10441981826,1058
gujarat,2020,4,Financial Services,113371,120056733.9,1059
gujarat,2020,4,Others,373789,243470065.5,1060
gujarat,2021,1,Peer-to-peer payments,36427493,1.45E+11,1061
gujarat,2021,1,Merchant payments,35815382,26512643894,1062
gujarat,2021,1,Recharge & bill payments,22088838,11996115292,1063
gujarat,2021,1,Financial Services,126380,137612317.7,1064
gujarat,2021,1,Others,316472,235440836.3,1065
gujarat,2021,2,Merchant payments,42593432,33542305034,1066
gujarat,2021,2,Peer-to-peer payments,41642387,1.62E+11,1067
gujarat,2021,2,Recharge & bill payments,27127405,13750783182,1068
gujarat,2021,2,Financial Services,128647,136119996.7,1069
gujarat,2021,2,Others,349525,249278437.3,1070
gujarat,2021,3,Merchant payments,62934471,48197579737,1071
gujarat,2021,3,Peer-to-peer payments,56134212,2.08E+11,1072
gujarat,2021,3,Recharge & bill payments,29580901,15945997372,1073
gujarat,2021,3,Financial Services,125167,163304131.1,1074
gujarat,2021,3,Others,473656,304418273.2,1075
gujarat,2021,4,Merchant payments,84846502,68717933162,1076
gujarat,2021,4,Peer-to-peer payments,67301686,2.54E+11,1077
gujarat,2021,4,Recharge & bill payments,30072479,18739034342,1078
gujarat,2021,4,Financial Services,175393,209214620.7,1079
gujarat,2021,4,Others,591265,377657202.8,1080
gujarat,2022,1,Merchant payments,101648378,79563412222,1081
gujarat,2022,1,Peer-to-peer payments,77768758,2.92E+11,1082
gujarat,2022,1,Recharge & bill payments,30473298,20042066375,1083
gujarat,2022,1,Financial Services,160423,187077879.4,1084
gujarat,2022,1,Others,496289,316261089.4,1085
gujarat,2022,2,Merchant payments,131610193,95585623258,1086
gujarat,2022,2,Peer-to-peer payments,86423696,3.27E+11,1087
gujarat,2022,2,Recharge & bill payments,33424931,23844933238,1088
gujarat,2022,2,Financial Services,125180,142685436.4,1089
gujarat,2022,2,Others,468796,278978567.2,1090
gujarat,2022,3,Merchant payments,161264265,1.09E+11,1091
gujarat,2022,3,Peer-to-peer payments,103034790,3.59E+11,1092
gujarat,2022,3,Recharge & bill payments,38383683,28649040041,1093
gujarat,2022,3,Financial Services,152053,162173602.8,1094
gujarat,2022,3,Others,404941,269479241.1,1095
gujarat,2022,4,Merchant payments,186533503,1.26E+11,1096
gujarat,2022,4,Peer-to-peer payments,114868478,4.11E+11,1097
gujarat,2022,4,Recharge & bill payments,39167297,30789927499,1098
gujarat,2022,4,Financial Services,179101,194314203,1099
gujarat,2022,4,Others,407639,295484431.3,1100
haryana,2018,1,Recharge & bill payments,2368002,535578755.1,1101
haryana,2018,1,Peer-to-peer payments,1607193,5814807511,1102
haryana,2018,1,Merchant payments,167816,173513595.4,1103
haryana,2018,1,Financial Services,128636,27501068.01,1104
haryana,2018,1,Others,209123,242110585.5,1105
haryana,2018,2,Recharge & bill payments,3054284,984897276.7,1106
haryana,2018,2,Peer-to-peer payments,2388953,9745924810,1107
haryana,2018,2,Merchant payments,369916,334118261.5,1108
haryana,2018,2,Financial Services,167570,38145882.44,1109
haryana,2018,2,Others,170208,217328211.7,1110
haryana,2018,3,Peer-to-peer payments,3753981,14429454356,1111
haryana,2018,3,Recharge & bill payments,3203386,1310467515,1112
haryana,2018,3,Merchant payments,1003057,427387637.9,1113
haryana,2018,3,Financial Services,100452,17323790.81,1114
haryana,2018,3,Others,201148,190505707.5,1115
haryana,2018,4,Peer-to-peer payments,5905032,22416919747,1116
haryana,2018,4,Recharge & bill payments,4116262,1671040704,1117
haryana,2018,4,Merchant payments,2413446,1013407380,1118
haryana,2018,4,Financial Services,120711,22252543.62,1119
haryana,2018,4,Others,394732,267255642.3,1120
haryana,2019,1,Peer-to-peer payments,12622225,30283578837,1121
haryana,2019,1,Recharge & bill payments,5576577,2202061875,1122
haryana,2019,1,Merchant payments,3361995,1292375556,1123
haryana,2019,1,Financial Services,101786,15201736,1124
haryana,2019,1,Others,473192,258437718.2,1125
haryana,2019,2,Peer-to-peer payments,10387562,37056084814,1126
haryana,2019,2,Recharge & bill payments,5902923,2838724048,1127
haryana,2019,2,Merchant payments,5738283,2292901816,1128
haryana,2019,2,Financial Services,57488,12080285.23,1129
haryana,2019,2,Others,655560,301748850.2,1130
haryana,2019,3,Peer-to-peer payments,11775288,43738290120,1131
haryana,2019,3,Merchant payments,9386779,3615636828,1132
haryana,2019,3,Recharge & bill payments,8289987,4817098565,1133
haryana,2019,3,Financial Services,61503,16715100.88,1134
haryana,2019,3,Others,829974,301378586,1135
haryana,2019,4,Peer-to-peer payments,15729819,58242027266,1136
haryana,2019,4,Merchant payments,11615667,5253780278,1137
haryana,2019,4,Recharge & bill payments,9648003,5637358526,1138
haryana,2019,4,Financial Services,41688,13756049.14,1139
haryana,2019,4,Others,790808,212797749.8,1140
haryana,2020,1,Peer-to-peer payments,17728235,68367245528,1141
haryana,2020,1,Merchant payments,14327020,7075196609,1142
haryana,2020,1,Recharge & bill payments,11346112,6331682017,1143
haryana,2020,1,Financial Services,34488,25266730.19,1144
haryana,2020,1,Others,600232,176823674.2,1145
haryana,2020,2,Peer-to-peer payments,17334369,66645492691,1146
haryana,2020,2,Recharge & bill payments,12740328,6547618492,1147
haryana,2020,2,Merchant payments,11527654,7393393678,1148
haryana,2020,2,Financial Services,48759,49209527.29,1149
haryana,2020,2,Others,129940,75550536.68,1150
haryana,2020,3,Peer-to-peer payments,24123449,88796356487,1151
haryana,2020,3,Merchant payments,20845136,12141560867,1152
haryana,2020,3,Recharge & bill payments,12716319,8452802893,1153
haryana,2020,3,Financial Services,66457,80854296.93,1154
haryana,2020,3,Others,186818,96375902.2,1155
haryana,2020,4,Merchant payments,34063692,21382305452,1156
haryana,2020,4,Peer-to-peer payments,33920789,1.29E+11,1157
haryana,2020,4,Recharge & bill payments,14682896,9675471301,1158
haryana,2020,4,Financial Services,84881,103265693.8,1159
haryana,2020,4,Others,419181,223528573.1,1160
haryana,2021,1,Merchant payments,39363588,23389100227,1161
haryana,2021,1,Peer-to-peer payments,36764622,1.36E+11,1162
haryana,2021,1,Recharge & bill payments,13680353,9260346909,1163
haryana,2021,1,Financial Services,79784,99672809.99,1164
haryana,2021,1,Others,364437,218544351.2,1165
haryana,2021,2,Merchant payments,45335533,29119078264,1166
haryana,2021,2,Peer-to-peer payments,44086559,1.61E+11,1167
haryana,2021,2,Recharge & bill payments,15861047,9839496895,1168
haryana,2021,2,Financial Services,85821,97238136.1,1169
haryana,2021,2,Others,311896,227855607,1170
haryana,2021,3,Merchant payments,66885213,40190922827,1171
haryana,2021,3,Peer-to-peer payments,55929958,1.89E+11,1172
haryana,2021,3,Recharge & bill payments,17087955,11681457469,1173
haryana,2021,3,Financial Services,77496,116592181.5,1174
haryana,2021,3,Others,479071,289441481.6,1175
haryana,2021,4,Merchant payments,84993587,56325102921,1176
haryana,2021,4,Peer-to-peer payments,66548306,2.39E+11,1177
haryana,2021,4,Recharge & bill payments,17632752,13817258646,1178
haryana,2021,4,Financial Services,105050,151421306.6,1179
haryana,2021,4,Others,407280,307822609.2,1180
haryana,2022,1,Merchant payments,98346418,62565728158,1181
haryana,2022,1,Peer-to-peer payments,74499889,2.64E+11,1182
haryana,2022,1,Recharge & bill payments,18494827,14765350796,1183
haryana,2022,1,Financial Services,107240,146586164.6,1184
haryana,2022,1,Others,540235,279136534.2,1185
haryana,2022,2,Merchant payments,130033573,76926347116,1186
haryana,2022,2,Peer-to-peer payments,84219451,3.01E+11,1187
haryana,2022,2,Recharge & bill payments,20011709,17457331653,1188
haryana,2022,2,Financial Services,89805,120610061.5,1189
haryana,2022,2,Others,345424,224949213.5,1190
haryana,2022,3,Merchant payments,151278013,87063736520,1191
haryana,2022,3,Peer-to-peer payments,95071203,3.19E+11,1192
haryana,2022,3,Recharge & bill payments,22592966,21247984019,1193
haryana,2022,3,Financial Services,111032,144937203.3,1194
haryana,2022,3,Others,308596,223267730.3,1195
haryana,2022,4,Merchant payments,169685872,1.03E+11,1196
haryana,2022,4,Peer-to-peer payments,102993798,3.65E+11,1197
haryana,2022,4,Recharge & bill payments,23545059,22666085170,1198
haryana,2022,4,Financial Services,118488,152488075,1199
haryana,2022,4,Others,305148,239722615.9,1200
himachal-pradesh,2018,1,Recharge & bill payments,284371,49871175.83,1201
himachal-pradesh,2018,1,Peer-to-peer payments,154572,546222027.5,1202
himachal-pradesh,2018,1,Merchant payments,13241,13851230.83,1203
himachal-pradesh,2018,1,Financial Services,8955,2040522.725,1204
himachal-pradesh,2018,1,Others,20779,16752849.5,1205
himachal-pradesh,2018,2,Recharge & bill payments,385642,83714322.41,1206
himachal-pradesh,2018,2,Peer-to-peer payments,243436,1043702964,1207
himachal-pradesh,2018,2,Merchant payments,27851,31961300.88,1208
himachal-pradesh,2018,2,Financial Services,11330,4108919.308,1209
himachal-pradesh,2018,2,Others,19436,19681794.6,1210
himachal-pradesh,2018,3,Recharge & bill payments,457449,108456077.5,1211
himachal-pradesh,2018,3,Peer-to-peer payments,362755,1596570995,1212
himachal-pradesh,2018,3,Merchant payments,40675,31168155.22,1213
himachal-pradesh,2018,3,Financial Services,8182,1552275.054,1214
himachal-pradesh,2018,3,Others,17693,16293930.08,1215
himachal-pradesh,2018,4,Recharge & bill payments,598325,143031082.4,1216
himachal-pradesh,2018,4,Peer-to-peer payments,590518,2367228879,1217
himachal-pradesh,2018,4,Merchant payments,86963,87575811.8,1218
himachal-pradesh,2018,4,Financial Services,11834,2283052.791,1219
himachal-pradesh,2018,4,Others,20243,21180141.66,1220
himachal-pradesh,2019,1,Peer-to-peer payments,1178280,3066233588,1221
himachal-pradesh,2019,1,Recharge & bill payments,844570,209521987,1222
himachal-pradesh,2019,1,Merchant payments,115553,86624660.31,1223
himachal-pradesh,2019,1,Financial Services,9585,1424229.999,1224
himachal-pradesh,2019,1,Others,20730,17676977.72,1225
himachal-pradesh,2019,2,Peer-to-peer payments,1141873,4428007671,1226
himachal-pradesh,2019,2,Recharge & bill payments,1076793,279864580,1227
himachal-pradesh,2019,2,Merchant payments,248517,141088575.9,1228
himachal-pradesh,2019,2,Financial Services,5013,1453651.535,1229
himachal-pradesh,2019,2,Others,30110,25469495.27,1230
himachal-pradesh,2019,3,Recharge & bill payments,1212659,327570067,1231
himachal-pradesh,2019,3,Peer-to-peer payments,1181680,5039276845,1232
himachal-pradesh,2019,3,Merchant payments,312575,182746198.2,1233
himachal-pradesh,2019,3,Financial Services,3096,1775673.971,1234
himachal-pradesh,2019,3,Others,25170,20649996.7,1235
himachal-pradesh,2019,4,Peer-to-peer payments,1579582,6533855301,1236
himachal-pradesh,2019,4,Recharge & bill payments,1442940,402619115,1237
himachal-pradesh,2019,4,Merchant payments,467309,314965060.6,1238
himachal-pradesh,2019,4,Financial Services,4576,1769641.967,1239
himachal-pradesh,2019,4,Others,22239,17954418.58,1240
himachal-pradesh,2020,1,Recharge & bill payments,1815157,542356757,1241
himachal-pradesh,2020,1,Peer-to-peer payments,1594806,6431826925,1242
himachal-pradesh,2020,1,Merchant payments,711018,427497010.1,1243
himachal-pradesh,2020,1,Financial Services,4711,3172303.69,1244
himachal-pradesh,2020,1,Others,18788,14613755.24,1245
himachal-pradesh,2020,2,Recharge & bill payments,2558935,802231470.2,1246
himachal-pradesh,2020,2,Peer-to-peer payments,1544488,6738488219,1247
himachal-pradesh,2020,2,Merchant payments,570031,479165630.6,1248
himachal-pradesh,2020,2,Financial Services,7634,7359757.738,1249
himachal-pradesh,2020,2,Others,14642,9659685.393,1250
himachal-pradesh,2020,3,Recharge & bill payments,2416395,834567922.3,1251
himachal-pradesh,2020,3,Peer-to-peer payments,1954492,8806586537,1252
himachal-pradesh,2020,3,Merchant payments,1090445,851539467.3,1253
himachal-pradesh,2020,3,Financial Services,9543,11391079.29,1254
himachal-pradesh,2020,3,Others,19001,11969008.53,1255
himachal-pradesh,2020,4,Recharge & bill payments,2638030,936305777.7,1256
himachal-pradesh,2020,4,Peer-to-peer payments,2594659,11426268857,1257
himachal-pradesh,2020,4,Merchant payments,2001259,1589433440,1258
himachal-pradesh,2020,4,Financial Services,11353,15534252.22,1259
himachal-pradesh,2020,4,Others,27027,21510781.37,1260
himachal-pradesh,2021,1,Peer-to-peer payments,2845733,11358078844,1261
himachal-pradesh,2021,1,Recharge & bill payments,2547359,948929031.6,1262
himachal-pradesh,2021,1,Merchant payments,2186946,1778219851,1263
himachal-pradesh,2021,1,Financial Services,12561,16554205.5,1264
himachal-pradesh,2021,1,Others,21430,18764977.93,1265
himachal-pradesh,2021,2,Peer-to-peer payments,3340531,13035543547,1266
himachal-pradesh,2021,2,Recharge & bill payments,3216602,1045789842,1267
himachal-pradesh,2021,2,Merchant payments,2883209,2378084375,1268
himachal-pradesh,2021,2,Financial Services,14642,16428390.62,1269
