State,Year,Quarter,Transaction_type,transaction_count,Transaction_amount,S.no
punjab,2018,2,Financial Services,82256,17719391.41,2803
punjab,2018,2,Others,71631,75671628.77,2804
punjab,2018,3,Peer-to-peer payments,1684209,6173898401,2805
punjab,2018,3,Recharge & bill payments,1381730,622737633.8,2806
punjab,2018,3,Merchant payments,274458,194883994.6,2807
punjab,2018,3,Financial Services,54285,9429174.535,2808
punjab,2018,3,Others,67426,64737840.4,2809
punjab,2018,4,Peer-to-peer payments,2269375,9404088424,2810
punjab,2018,4,Recharge & bill payments,1817964,825449591.2,2811
punjab,2018,4,Merchant payments,648096,455091549.6,2812
punjab,2018,4,Financial Services,62453,11832962.88,2813
punjab,2018,4,Others,89249,85520045.45,2814
punjab,2019,1,Peer-to-peer payments,4026294,12027441596,2815
punjab,2019,1,Recharge & bill payments,2304690,986004867.8,2816
punjab,2019,1,Merchant payments,711152,478382600.6,2817
punjab,2019,1,Financial Services,45621,6871295.955,2818
punjab,2019,1,Others,84380,75789641.76,2819
punjab,2019,2,Peer-to-peer payments,4140474,16258891447,2820
punjab,2019,2,Recharge & bill payments,2815047,1440058991,2821
punjab,2019,2,Merchant payments,1407963,815090878,2822
punjab,2019,2,Financial Services,37435,6876144.455,2823
punjab,2019,2,Others,108911,93875933.52,2824
punjab,2019,3,Peer-to-peer payments,4726946,19146726287,2825
punjab,2019,3,Recharge & bill payments,3455594,2481094965,2826
punjab,2019,3,Merchant payments,2374014,1183743251,2827
punjab,2019,3,Financial Services,32359,7912219.734,2828
punjab,2019,3,Others,117899,86338883.28,2829
punjab,2019,4,Peer-to-peer payments,6386367,25564144630,2830
punjab,2019,4,Recharge & bill payments,4068332,2622222199,2831
punjab,2019,4,Merchant payments,3122413,1741259163,2832
punjab,2019,4,Financial Services,22956,6382345.43,2833
punjab,2019,4,Others,98557,55793908.46,2834
punjab,2020,1,Peer-to-peer payments,6339183,26350005915,2835
punjab,2020,1,Recharge & bill payments,4935115,2767419473,2836
punjab,2020,1,Merchant payments,3838480,2196329615,2837
punjab,2020,1,Financial Services,17924,10987850.96,2838
punjab,2020,1,Others,87082,49442411.67,2839
punjab,2020,2,Recharge & bill payments,6064807,3089758241,2840
punjab,2020,2,Peer-to-peer payments,5639212,25074384847,2841
punjab,2020,2,Merchant payments,2290868,2058898904,2842
punjab,2020,2,Financial Services,23314,23704957.88,2843
punjab,2020,2,Others,63093,37907301.35,2844
punjab,2020,3,Peer-to-peer payments,7354451,32477438924,2845
punjab,2020,3,Recharge & bill payments,5478668,4066750821,2846
punjab,2020,3,Merchant payments,4261548,3490665357,2847
punjab,2020,3,Financial Services,32390,42060249.33,2848
punjab,2020,3,Others,82516,46176796.08,2849
punjab,2020,4,Peer-to-peer payments,9609405,43286909257,2850
punjab,2020,4,Merchant payments,7144295,6142380827,2851
punjab,2020,4,Recharge & bill payments,6072201,4201551870,2852
punjab,2020,4,Financial Services,38820,51677182.32,2853
punjab,2020,4,Others,133204,92887343.34,2854
punjab,2021,1,Peer-to-peer payments,10951083,46908632143,2855
punjab,2021,1,Merchant payments,9333364,7651004599,2856
punjab,2021,1,Recharge & bill payments,6332928,3980874403,2857
punjab,2021,1,Financial Services,43094,52009482.41,2858
punjab,2021,1,Others,110366,98366463.19,2859
punjab,2021,2,Peer-to-peer payments,13180933,55282486111,2860
punjab,2021,2,Merchant payments,11225598,9710508482,2861
punjab,2021,2,Recharge & bill payments,7591039,4370756869,2862
punjab,2021,2,Financial Services,46218,53309051.07,2863
punjab,2021,2,Others,127460,113998049.3,2864
punjab,2021,3,Peer-to-peer payments,17024782,66149902036,2865
punjab,2021,3,Merchant payments,16837685,14103740969,2866
punjab,2021,3,Recharge & bill payments,8465739,5540272095,2867
punjab,2021,3,Financial Services,43789,63576666.59,2868
punjab,2021,3,Others,161494,135069073.8,2869
punjab,2021,4,Merchant payments,22669743,20753662876,2870
punjab,2021,4,Peer-to-peer payments,20663881,83611403637,2871
punjab,2021,4,Recharge & bill payments,8765579,6107473172,2872
punjab,2021,4,Financial Services,58581,86356456.6,2873
punjab,2021,4,Others,201576,151230100.6,2874
punjab,2022,1,Merchant payments,25979197,23217511697,2875
punjab,2022,1,Peer-to-peer payments,22354946,88645204329,2876
punjab,2022,1,Recharge & bill payments,9188439,6317909909,2877
punjab,2022,1,Financial Services,57561,83933665.01,2878
punjab,2022,1,Others,178159,125418507,2879
punjab,2022,2,Merchant payments,35941880,28585688544,2880
punjab,2022,2,Peer-to-peer payments,25952349,1.01E+11,2881
punjab,2022,2,Recharge & bill payments,10161030,7652499714,2882
punjab,2022,2,Financial Services,50483,57234782.46,2883
punjab,2022,2,Others,167081,111934787.8,2884
punjab,2022,3,Merchant payments,43089589,32370885165,2885
punjab,2022,3,Peer-to-peer payments,29862592,1.08E+11,2886
punjab,2022,3,Recharge & bill payments,11017816,9119649329,2887
punjab,2022,3,Financial Services,57979,68249938.54,2888
punjab,2022,3,Others,149921,107280498.8,2889
punjab,2022,4,Merchant payments,48358802,38162493193,2890
punjab,2022,4,Peer-to-peer payments,32377106,1.21E+11,2891
punjab,2022,4,Recharge & bill payments,10895208,9248445986,2892
punjab,2022,4,Financial Services,62809,72160390.23,2893
punjab,2022,4,Others,141255,111559653.6,2894
rajasthan,2018,1,Recharge & bill payments,4305940,868358581.2,2895
rajasthan,2018,1,Peer-to-peer payments,2540658,7547652853,2896
rajasthan,2018,1,Financial Services,202537,37125466.5,2897
rajasthan,2018,1,Merchant payments,184127,201212697.3,2898
rajasthan,2018,1,Others,358428,271943533.1,2899
rajasthan,2018,2,Recharge & bill payments,5288093,1511007056,2900
rajasthan,2018,2,Peer-to-peer payments,3770555,13341587602,2901
rajasthan,2018,2,Merchant payments,345752,342809667.6,2902
rajasthan,2018,2,Financial Services,279471,52145152.94,2903
rajasthan,2018,2,Others,289826,311536696.7,2904
rajasthan,2018,3,Peer-to-peer payments,7120792,21010614922,2905
rajasthan,2018,3,Recharge & bill payments,5894660,2252031410,2906
rajasthan,2018,3,Merchant payments,711240,445504998,2907
rajasthan,2018,3,Financial Services,230083,30185982.18,2908
rajasthan,2018,3,Others,300323,302431358.9,2909
rajasthan,2018,4,Peer-to-peer payments,10752729,33578327038,2910
rajasthan,2018,4,Recharge & bill payments,7557003,2743591539,2911
rajasthan,2018,4,Merchant payments,1985927,1172254324,2912
rajasthan,2018,4,Financial Services,311632,40412563.01,2913
rajasthan,2018,4,Others,352432,374501619.8,2914
rajasthan,2019,1,Peer-to-peer payments,27621606,55246071722,2915
rajasthan,2019,1,Recharge & bill payments,11650961,3821181817,2916
rajasthan,2019,1,Merchant payments,3921438,1664209335,2917
rajasthan,2019,1,Financial Services,359993,36340412.58,2918
rajasthan,2019,1,Others,402042,373355289.6,2919
rajasthan,2019,2,Peer-to-peer payments,25257679,79466464089,2920
rajasthan,2019,2,Recharge & bill payments,14968290,5709279551,2921
rajasthan,2019,2,Merchant payments,9026751,3435472167,2922
rajasthan,2019,2,Financial Services,182685,34134486.76,2923
rajasthan,2019,2,Others,573881,461962878.5,2924
rajasthan,2019,3,Peer-to-peer payments,29885618,97443950787,2925
rajasthan,2019,3,Merchant payments,19646612,6705923743,2926
rajasthan,2019,3,Recharge & bill payments,16970783,7872719572,2927
rajasthan,2019,3,Financial Services,217029,37899900.33,2928
rajasthan,2019,3,Others,583575,407796030.9,2929
rajasthan,2019,4,Peer-to-peer payments,43354317,1.40E+11,2930
rajasthan,2019,4,Recharge & bill payments,20604852,9028860435,2931
rajasthan,2019,4,Merchant payments,20544791,9721826538,2932
rajasthan,2019,4,Financial Services,101805,25014672.38,2933
rajasthan,2019,4,Others,468477,227573686.6,2934
rajasthan,2020,1,Peer-to-peer payments,48269912,1.65E+11,2935
rajasthan,2020,1,Merchant payments,27880848,13643061482,2936
rajasthan,2020,1,Recharge & bill payments,25631131,10961167180,2937
rajasthan,2020,1,Financial Services,72604,34466606.25,2938
rajasthan,2020,1,Others,404317,200968968.7,2939
rajasthan,2020,2,Peer-to-peer payments,49160792,1.66E+11,2940
rajasthan,2020,2,Recharge & bill payments,31681776,13014051936,2941
rajasthan,2020,2,Merchant payments,20756594,14354151782,2942
rajasthan,2020,2,Financial Services,92875,76662259.21,2943
rajasthan,2020,2,Others,262619,142020149.8,2944
rajasthan,2020,3,Peer-to-peer payments,73247856,2.49E+11,2945
rajasthan,2020,3,Merchant payments,45149210,27714680562,2946
rajasthan,2020,3,Recharge & bill payments,30148875,16650017441,2947
rajasthan,2020,3,Financial Services,146383,113675141.5,2948
rajasthan,2020,3,Others,396352,193212778.7,2949
rajasthan,2020,4,Peer-to-peer payments,88730951,3.21E+11,2950
rajasthan,2020,4,Merchant payments,67367264,46142484518,2951
rajasthan,2020,4,Recharge & bill payments,33455755,18123908526,2952
rajasthan,2020,4,Financial Services,169294,136058685.9,2953
rajasthan,2020,4,Others,560171,351480425.6,2954
rajasthan,2021,1,Peer-to-peer payments,116733195,4.08E+11,2955
rajasthan,2021,1,Merchant payments,96394132,61936457709,2956
rajasthan,2021,1,Recharge & bill payments,38919519,20855464604,2957
rajasthan,2021,1,Financial Services,192936,162581466.9,2958
rajasthan,2021,1,Others,491137,347689722.9,2959
rajasthan,2021,2,Peer-to-peer payments,139277445,4.68E+11,2960
rajasthan,2021,2,Merchant payments,97860493,69922875807,2961
rajasthan,2021,2,Recharge & bill payments,49501703,23387103756,2962
rajasthan,2021,2,Financial Services,216441,186606893.6,2963
rajasthan,2021,2,Others,620957,422031947.6,2964
rajasthan,2021,3,Peer-to-peer payments,181742972,5.76E+11,2965
rajasthan,2021,3,Merchant payments,167819345,1.06E+11,2966
rajasthan,2021,3,Recharge & bill payments,49709657,28335516739,2967
rajasthan,2021,3,Financial Services,197211,190362135.9,2968
rajasthan,2021,3,Others,815568,524328574.3,2969
rajasthan,2021,4,Merchant payments,221774624,1.52E+11,2970
rajasthan,2021,4,Peer-to-peer payments,212937264,7.18E+11,2971
rajasthan,2021,4,Recharge & bill payments,51610607,32831163303,2972
rajasthan,2021,4,Financial Services,265091,263180819.7,2973
rajasthan,2021,4,Others,1034011,656777820.8,2974
rajasthan,2022,1,Merchant payments,267467038,1.71E+11,2975
rajasthan,2022,1,Peer-to-peer payments,241739380,8.15E+11,2976
rajasthan,2022,1,Recharge & bill payments,54555117,35542881861,2977
rajasthan,2022,1,Financial Services,244029,243340851.7,2978
rajasthan,2022,1,Others,956656,556409604.9,2979
rajasthan,2022,2,Merchant payments,336900860,2.08E+11,2980
rajasthan,2022,2,Peer-to-peer payments,263380560,9.06E+11,2981
rajasthan,2022,2,Recharge & bill payments,59879660,38325678034,2982
rajasthan,2022,2,Financial Services,170705,175399371.4,2983
rajasthan,2022,2,Others,838365,452454748.3,2984
rajasthan,2022,3,Merchant payments,398104319,2.31E+11,2985
rajasthan,2022,3,Peer-to-peer payments,299383118,9.61E+11,2986
rajasthan,2022,3,Recharge & bill payments,69118763,46000391408,2987
rajasthan,2022,3,Financial Services,215235,220271929.8,2988
rajasthan,2022,3,Others,719925,449514643.6,2989
rajasthan,2022,4,Merchant payments,457778005,2.75E+11,2990
rajasthan,2022,4,Peer-to-peer payments,334316758,1.13E+12,2991
rajasthan,2022,4,Recharge & bill payments,72510470,50609988782,2992
rajasthan,2022,4,Financial Services,244442,270658681,2993
rajasthan,2022,4,Others,725173,500361375.7,2994
sikkim,2018,1,Recharge & bill payments,26965,4823943.542,2995
sikkim,2018,1,Peer-to-peer payments,13559,56334584.63,2996
sikkim,2018,1,Merchant payments,1349,1677583.144,2997
sikkim,2018,1,Financial Services,608,86906.81958,2998
sikkim,2018,1,Others,1597,1727920.802,2999
sikkim,2018,2,Recharge & bill payments,45435,9465769.856,3000
sikkim,2018,2,Peer-to-peer payments,24237,127051984.4,3001
sikkim,2018,2,Merchant payments,2556,4713227.148,3002
sikkim,2018,2,Financial Services,562,218130.13,3003
sikkim,2018,2,Others,1788,2243974.008,3004
sikkim,2018,3,Recharge & bill payments,58421,12221506.19,3005
sikkim,2018,3,Peer-to-peer payments,43195,215547415.5,3006
sikkim,2018,3,Merchant payments,4521,5322296.748,3007
sikkim,2018,3,Financial Services,562,261766.8022,3008
sikkim,2018,3,Others,1801,1727241.758,3009
sikkim,2018,4,Recharge & bill payments,79232,16713780.63,3010
sikkim,2018,4,Peer-to-peer payments,65451,351253329.7,3011
sikkim,2018,4,Merchant payments,7452,12637809.24,3012
sikkim,2018,4,Financial Services,717,596472.7146,3013
sikkim,2018,4,Others,1681,1939965.754,3014
sikkim,2019,1,Peer-to-peer payments,121984,422987999.9,3015
sikkim,2019,1,Recharge & bill payments,96878,20711589.87,3016
sikkim,2019,1,Merchant payments,18346,11837344.85,3017
sikkim,2019,1,Financial Services,1225,191594.2334,3018
sikkim,2019,1,Others,1854,2265105.535,3019
sikkim,2019,2,Peer-to-peer payments,172125,674044301.8,3020
sikkim,2019,2,Recharge & bill payments,142582,32535297.49,3021
sikkim,2019,2,Merchant payments,66722,28248001.03,3022
sikkim,2019,2,Financial Services,2294,310197.5477,3023
sikkim,2019,2,Others,4521,3756445.532,3024
sikkim,2019,3,Peer-to-peer payments,203052,794235862.6,3025
sikkim,2019,3,Merchant payments,188753,52337322.53,3026
sikkim,2019,3,Recharge & bill payments,156125,33922224.89,3027
sikkim,2019,3,Financial Services,288,548142.9,3028
sikkim,2019,3,Others,4218,3672895.49,3029
sikkim,2019,4,Peer-to-peer payments,508471,1086457148,3030
sikkim,2019,4,Recharge & bill payments,181287,42705664.09,3031
sikkim,2019,4,Merchant payments,73992,43954548.8,3032
sikkim,2019,4,Financial Services,373,494076.3451,3033
sikkim,2019,4,Others,2947,2898164.48,3034
sikkim,2020,1,Peer-to-peer payments,230413,954765350.2,3035
sikkim,2020,1,Recharge & bill payments,215586,53588505.84,3036
sikkim,2020,1,Merchant payments,79881,43201695.39,3037
sikkim,2020,1,Financial Services,345,175569.5393,3038
sikkim,2020,1,Others,1893,1745150.991,3039
sikkim,2020,2,Recharge & bill payments,297620,78397187.11,3040
sikkim,2020,2,Peer-to-peer payments,186495,939900165.9,3041
sikkim,2020,2,Merchant payments,31442,34385184.66,3042
sikkim,2020,2,Financial Services,883,999656.0722,3043
sikkim,2020,2,Others,1291,936594.4803,3044
sikkim,2020,3,Recharge & bill payments,298885,83894642.67,3045
sikkim,2020,3,Peer-to-peer payments,245087,1255521153,3046
sikkim,2020,3,Merchant payments,49299,58337178.67,3047
sikkim,2020,3,Financial Services,1252,1795366.733,3048
sikkim,2020,3,Others,1912,1378387.617,3049
sikkim,2020,4,Peer-to-peer payments,334069,1711730127,3050
sikkim,2020,4,Recharge & bill payments,301382,90168624.05,3051
sikkim,2020,4,Merchant payments,95503,112478003.9,3052
sikkim,2020,4,Financial Services,1427,2361187.592,3053
sikkim,2020,4,Others,2654,2537863.028,3054
sikkim,2021,1,Peer-to-peer payments,403703,1965492630,3055
sikkim,2021,1,Recharge & bill payments,279679,93174110.11,3056
sikkim,2021,1,Merchant payments,112925,154183320.1,3057
sikkim,2021,1,Financial Services,1844,3027799.278,3058
sikkim,2021,1,Others,2038,1789867.734,3059
sikkim,2021,2,Peer-to-peer payments,473141,2125758497,3060
sikkim,2021,2,Recharge & bill payments,345495,103846501.5,3061
sikkim,2021,2,Merchant payments,153671,190473176.2,3062
sikkim,2021,2,Financial Services,1865,2851874.287,3063
sikkim,2021,2,Others,2542,1969531.029,3064
sikkim,2021,3,Peer-to-peer payments,595826,2582075089,3065
sikkim,2021,3,Recharge & bill payments,346173,111613776.8,3066
sikkim,2021,3,Merchant payments,213808,290732930.5,3067
sikkim,2021,3,Financial Services,1689,2624558.386,3068
sikkim,2021,3,Others,3098,2290508.817,3069
sikkim,2021,4,Peer-to-peer payments,831597,3548508410,3070
sikkim,2021,4,Recharge & bill payments,376078,136473754.4,3071
sikkim,2021,4,Merchant payments,369343,504586163.6,3072
sikkim,2021,4,Financial Services,2269,3162023.721,3073
sikkim,2021,4,Others,5058,4052910.301,3074
sikkim,2022,1,Peer-to-peer payments,916940,3650961081,3075
sikkim,2022,1,Merchant payments,449273,570784579.7,3076
sikkim,2022,1,Recharge & bill payments,371579,139135962.1,3077
sikkim,2022,1,Financial Services,2124,3062332.164,3078
sikkim,2022,1,Others,4386,3487320.926,3079
sikkim,2022,2,Peer-to-peer payments,1198014,4596501308,3080
sikkim,2022,2,Merchant payments,706658,847497607.1,3081
sikkim,2022,2,Recharge & bill payments,411189,162174479.7,3082
sikkim,2022,2,Financial Services,1758,1861284.797,3083
sikkim,2022,2,Others,4462,3070990.528,3084
sikkim,2022,3,Peer-to-peer payments,1222037,4173703594,3085
sikkim,2022,3,Merchant payments,772650,830361401,3086
sikkim,2022,3,Recharge & bill payments,397207,153567926.3,3087
sikkim,2022,3,Financial Services,1538,2851319.548,3088
sikkim,2022,3,Others,3326,2396303.405,3089
sikkim,2022,4,Peer-to-peer payments,1548662,5175155339,3090
sikkim,2022,4,Merchant payments,1033541,1096220774,3091
sikkim,2022,4,Recharge & bill payments,470639,181281682.3,3092
sikkim,2022,4,Financial Services,2049,2701971.789,3093
sikkim,2022,4,Others,3448,3025622.232,3094
tamil-nadu,2018,1,Recharge & bill payments,3308548,646028338.4,3095
tamil-nadu,2018,1,Peer-to-peer payments,2670613,10031518934,3096
tamil-nadu,2018,1,Merchant payments,326510,272002057.2,3097
tamil-nadu,2018,1,Financial Services,115363,31876073.75,3098
tamil-nadu,2018,1,Others,305588,280132294.1,3099
tamil-nadu,2018,2,Recharge & bill payments,4464677,1189892956,3100
tamil-nadu,2018,2,Peer-to-peer payments,4433762,18067624388,3101
tamil-nadu,2018,2,Merchant payments,627918,517130320.5,3102
tamil-nadu,2018,2,Financial Services,167035,65402385.26,3103
tamil-nadu,2018,2,Others,298736,285794226.6,3104
tamil-nadu,2018,3,Peer-to-peer payments,8810836,26792462660,3105
tamil-nadu,2018,3,Recharge & bill payments,5148411,1521551955,3106
tamil-nadu,2018,3,Merchant payments,1290978,733189649.6,3107
tamil-nadu,2018,3,Financial Services,191732,37049222.37,3108
tamil-nadu,2018,3,Others,332121,245838754,3109
tamil-nadu,2018,4,Peer-to-peer payments,11538547,39180083691,3110
tamil-nadu,2018,4,Recharge & bill payments,7093764,2020329568,3111
tamil-nadu,2018,4,Merchant payments,3145621,1742903221,3112
tamil-nadu,2018,4,Financial Services,228398,46571758.68,3113
tamil-nadu,2018,4,Others,451114,312185737.4,3114
tamil-nadu,2019,1,Peer-to-peer payments,18645926,51296299081,3115
tamil-nadu,2019,1,Recharge & bill payments,8863289,2695317015,3116
tamil-nadu,2019,1,Merchant payments,4195222,1924461189,3117
tamil-nadu,2019,1,Financial Services,193261,31217137.55,3118
tamil-nadu,2019,1,Others,377347,256742393.3,3119
tamil-nadu,2019,2,Peer-to-peer payments,16952961,57924128549,3120
tamil-nadu,2019,2,Recharge & bill payments,8414514,3280033640,3121
tamil-nadu,2019,2,Merchant payments,6296995,2690331793,3122
tamil-nadu,2019,2,Financial Services,70142,18334602.39,3123
tamil-nadu,2019,2,Others,437125,294847441.9,3124
tamil-nadu,2019,3,Peer-to-peer payments,21277636,70615331409,3125
tamil-nadu,2019,3,Merchant payments,10344027,4079315733,3126
tamil-nadu,2019,3,Recharge & bill payments,9246678,3964144354,3127
tamil-nadu,2019,3,Financial Services,88261,27213741.83,3128
tamil-nadu,2019,3,Others,453581,273599406.2,3129
tamil-nadu,2019,4,Peer-to-peer payments,28814008,91858026341,3130
tamil-nadu,2019,4,Merchant payments,16153034,6420193205,3131
tamil-nadu,2019,4,Recharge & bill payments,11157765,4681454398,3132
tamil-nadu,2019,4,Financial Services,60624,24332240.66,3133
tamil-nadu,2019,4,Others,410980,206859328.3,3134
tamil-nadu,2020,1,Peer-to-peer payments,30880360,1.02E+11,3135
tamil-nadu,2020,1,Merchant payments,21541556,8950736938,3136
tamil-nadu,2020,1,Recharge & bill payments,14134259,5493239430,3137
tamil-nadu,2020,1,Financial Services,61427,41422107.81,3138
tamil-nadu,2020,1,Others,335871,176604658.4,3139
tamil-nadu,2020,2,Peer-to-peer payments,21700844,82347647064,3140
tamil-nadu,2020,2,Recharge & bill payments,18474731,6414781159,3141
tamil-nadu,2020,2,Merchant payments,11477546,6909361872,3142
tamil-nadu,2020,2,Financial Services,78584,89189349.85,3143
tamil-nadu,2020,2,Others,138405,65529451.74,3144
tamil-nadu,2020,3,Peer-to-peer payments,31754077,1.24E+11,3145
tamil-nadu,2020,3,Merchant payments,20664887,12554589576,3146
tamil-nadu,2020,3,Recharge & bill payments,17521756,7476952307,3147
tamil-nadu,2020,3,Financial Services,129671,158512062.5,3148
tamil-nadu,2020,3,Others,207434,90281020.16,3149
tamil-nadu,2020,4,Peer-to-peer payments,47800741,1.72E+11,3150
tamil-nadu,2020,4,Merchant payments,41297305,24417758782,3151
tamil-nadu,2020,4,Recharge & bill payments,21563946,9462546013,3152
tamil-nadu,2020,4,Financial Services,153044,186775413.1,3153
tamil-nadu,2020,4,Others,364665,209735503.5,3154
tamil-nadu,2021,1,Peer-to-peer payments,57446279,2.06E+11,3155
tamil-nadu,2021,1,Merchant payments,53811885,30722779535,3156
tamil-nadu,2021,1,Recharge & bill payments,24826273,11115915389,3157
tamil-nadu,2021,1,Financial Services,170620,215319360.5,3158
tamil-nadu,2021,1,Others,301617,208899281.9,3159
tamil-nadu,2021,2,Peer-to-peer payments,60812902,2.16E+11,3160
tamil-nadu,2021,2,Merchant payments,52048347,33504798113,3161
tamil-nadu,2021,2,Recharge & bill payments,32753032,13155346942,3162
tamil-nadu,2021,2,Financial Services,192614,225113402.7,3163
tamil-nadu,2021,2,Others,351547,223054882.4,3164
tamil-nadu,2021,3,Merchant payments,85074941,52932187059,3165
tamil-nadu,2021,3,Peer-to-peer payments,83833356,2.96E+11,3166
tamil-nadu,2021,3,Recharge & bill payments,34751691,15613287082,3167
tamil-nadu,2021,3,Financial Services,182097,246146707.3,3168
tamil-nadu,2021,3,Others,515319,294622911.6,3169
tamil-nadu,2021,4,Merchant payments,117578360,70539086832,3170
tamil-nadu,2021,4,Peer-to-peer payments,104493071,3.54E+11,3171
tamil-nadu,2021,4,Recharge & bill payments,36163870,18979178478,3172
tamil-nadu,2021,4,Financial Services,228761,275850497.1,3173
tamil-nadu,2021,4,Others,691914,400412189.8,3174
tamil-nadu,2022,1,Merchant payments,139788772,81798208976,3175
tamil-nadu,2022,1,Peer-to-peer payments,119383791,4.10E+11,3176
tamil-nadu,2022,1,Recharge & bill payments,34579431,20705079141,3177
tamil-nadu,2022,1,Financial Services,241201,298216135.4,3178
tamil-nadu,2022,1,Others,579955,355987089.8,3179
tamil-nadu,2022,2,Merchant payments,179245529,1.01E+11,3180
tamil-nadu,2022,2,Peer-to-peer payments,136341691,4.64E+11,3181
tamil-nadu,2022,2,Recharge & bill payments,38257271,24477663684,3182
tamil-nadu,2022,2,Financial Services,202498,233054909,3183
tamil-nadu,2022,2,Others,459948,277767177,3184
tamil-nadu,2022,3,Merchant payments,202149276,1.10E+11,3185
tamil-nadu,2022,3,Peer-to-peer payments,148805657,4.94E+11,3186
tamil-nadu,2022,3,Recharge & bill payments,41919063,27694221703,3187
tamil-nadu,2022,3,Financial Services,217741,238069828.2,3188
tamil-nadu,2022,3,Others,404438,265434770.8,3189
tamil-nadu,2022,4,Merchant payments,229308285,1.19E+11,3190
tamil-nadu,2022,4,Peer-to-peer payments,162920305,5.27E+11,3191
tamil-nadu,2022,4,Recharge & bill payments,43391904,29719449171,3192
tamil-nadu,2022,4,Financial Services,295740,334812023.6,3193
tamil-nadu,2022,4,Others,400402,275988847.1,3194
telangana,2018,1,Recharge & bill payments,4209319,831912767.6,3195
telangana,2018,1,Peer-to-peer payments,3307245,11748268951,3196
telangana,2018,1,Merchant payments,351474,282899066.6,3197
telangana,2018,1,Financial Services,262876,57011875.36,3198
telangana,2018,1,Others,391852,388111458.2,3199
telangana,2018,2,Peer-to-peer payments,4784079,20748520743,3200
telangana,2018,2,Recharge & bill payments,4686542,1274130054,3201
telangana,2018,2,Merchant payments,701082,551696487.3,3202
telangana,2018,2,Financial Services,277805,85498213.25,3203
telangana,2018,2,Others,315162,357356020.7,3204
telangana,2018,3,Peer-to-peer payments,11560952,29253505739,3205
telangana,2018,3,Recharge & bill payments,5328881,1568136061,3206
telangana,2018,3,Merchant payments,1770075,855534175.5,3207
telangana,2018,3,Financial Services,307312,52554123.97,3208
telangana,2018,3,Others,365483,300363110.8,3209
telangana,2018,4,Peer-to-peer payments,15571288,44541667502,3210
telangana,2018,4,Recharge & bill payments,7121135,2165870863,3211
telangana,2018,4,Merchant payments,5315161,2356841305,3212
telangana,2018,4,Financial Services,392423,64569231.24,3213
telangana,2018,4,Others,521147,380139546.9,3214
telangana,2019,1,Peer-to-peer payments,40488967,87361237975,3215
telangana,2019,1,Merchant payments,12341901,4144368546,3216
telangana,2019,1,Recharge & bill payments,11525394,3619117615,3217
telangana,2019,1,Financial Services,463688,54547989.28,3218
telangana,2019,1,Others,470752,343989909.9,3219
telangana,2019,2,Peer-to-peer payments,46741594,1.41E+11,3220
telangana,2019,2,Merchant payments,25682382,8442740781,3221
telangana,2019,2,Recharge & bill payments,16225017,5603477829,3222
telangana,2019,2,Financial Services,252173,43627344.86,3223
telangana,2019,2,Others,709213,490894328.4,3224
telangana,2019,3,Peer-to-peer payments,59981113,1.80E+11,3225
telangana,2019,3,Merchant payments,44035953,14308557741,3226
telangana,2019,3,Recharge & bill payments,16437222,6793699069,3227
telangana,2019,3,Financial Services,183163,39617186.74,3228
telangana,2019,3,Others,857925,445278745.4,3229
telangana,2019,4,Peer-to-peer payments,82587060,2.49E+11,3230
telangana,2019,4,Merchant payments,59347809,21510626607,3231
telangana,2019,4,Recharge & bill payments,20797056,9561315125,3232
telangana,2019,4,Financial Services,137291,33453857.4,3233
telangana,2019,4,Others,703042,294688962.7,3234
telangana,2020,1,Peer-to-peer payments,95668911,3.28E+11,3235
telangana,2020,1,Merchant payments,76818285,31076431478,3236
telangana,2020,1,Recharge & bill payments,26324268,12324266105,3237
telangana,2020,1,Financial Services,88184,59500639.39,3238
telangana,2020,1,Others,509877,241784101.5,3239
telangana,2020,2,Peer-to-peer payments,76683293,2.79E+11,3240
telangana,2020,2,Merchant payments,44181999,26712043205,3241
telangana,2020,2,Recharge & bill payments,30885875,15106945864,3242
telangana,2020,2,Financial Services,116776,134169906.7,3243
telangana,2020,2,Others,187200,100126467.2,3244
telangana,2020,3,Peer-to-peer payments,116668399,4.37E+11,3245
telangana,2020,3,Merchant payments,86836471,49743225885,3246
telangana,2020,3,Recharge & bill payments,32352860,18378477088,3247
telangana,2020,3,Financial Services,195857,223377023.5,3248
telangana,2020,3,Others,318539,156875854.6,3249
telangana,2020,4,Peer-to-peer payments,160607487,5.92E+11,3250
telangana,2020,4,Merchant payments,143897953,81725950703,3251
telangana,2020,4,Recharge & bill payments,38174710,22006183349,3252
telangana,2020,4,Financial Services,230134,275357720,3253
telangana,2020,4,Others,733503,366346176.4,3254
telangana,2021,1,Merchant payments,185230619,95927278281,3255
telangana,2021,1,Peer-to-peer payments,179738195,6.76E+11,3256
telangana,2021,1,Recharge & bill payments,46371555,26447601339,3257
telangana,2021,1,Financial Services,262473,320153410.2,3258
telangana,2021,1,Others,969268,387877900.5,3259
telangana,2021,2,Peer-to-peer payments,230861833,8.72E+11,3260
telangana,2021,2,Merchant payments,205232899,1.23E+11,3261
telangana,2021,2,Recharge & bill payments,58637866,31877277168,3262
telangana,2021,2,Financial Services,278546,300569264.1,3263
telangana,2021,2,Others,856400,420723415.9,3264
telangana,2021,3,Merchant payments,286735350,1.59E+11,3265
telangana,2021,3,Peer-to-peer payments,271436926,9.82E+11,3266
