State,District,Year,Quarter,Count,Amount,S.no
arunachal-pradesh,anjaw district,2019,1,2116,4643030.796,430
arunachal-pradesh,siang district,2019,1,1282,2552682.037,431
arunachal-pradesh,lower siang district,2019,1,3565,6923301.928,432
arunachal-pradesh,kra daadi district,2019,1,1070,3797175.484,433
arunachal-pradesh,changlang district,2019,1,17589,40239141.67,434
arunachal-pradesh,pakke kessang district,2019,1,545,1682922.837,435
arunachal-pradesh,dibang valley district,2019,1,102,301591.3864,436
arunachal-pradesh,west kameng district,2019,1,34289,101333633.7,437
arunachal-pradesh,shi yomi district,2019,1,19,212989.6305,438
arunachal-pradesh,east siang district,2019,1,15621,39284373.05,439
arunachal-pradesh,upper subansiri district,2019,1,3880,14105451.85,440
arunachal-pradesh,east kameng district,2019,1,2688,9107597.731,441
arunachal-pradesh,lohit district,2019,1,15896,42834776.78,442
arunachal-pradesh,lepa rada district,2019,1,1523,4054526.309,443
arunachal-pradesh,tawang district,2019,1,13102,39489779.14,444
arunachal-pradesh,namsai district,2019,1,8600,20065516.62,445
arunachal-pradesh,lower dibang valley district,2019,2,5819,13737167.75,446
arunachal-pradesh,lower subansiri district,2019,2,5579,14746949.65,447
arunachal-pradesh,longding district,2019,2,6744,23464027.89,448
arunachal-pradesh,west siang district,2019,2,8041,24549832.98,449
arunachal-pradesh,kamle district,2019,2,414,1136776.696,450
arunachal-pradesh,upper siang district,2019,2,1079,3993676.33,451
arunachal-pradesh,tirap district,2019,2,6868,18633793.43,452
arunachal-pradesh,papum pare district,2019,2,86433,246640891.3,453
arunachal-pradesh,kurung kumey district,2019,2,1427,4036511.934,454
arunachal-pradesh,anjaw district,2019,2,2473,5220589.921,455
arunachal-pradesh,siang district,2019,2,1654,5373179.352,456
arunachal-pradesh,lower siang district,2019,2,3791,7075961.239,457
arunachal-pradesh,kra daadi district,2019,2,1447,4315353.219,458
arunachal-pradesh,changlang district,2019,2,18631,48891048.26,459
arunachal-pradesh,pakke kessang district,2019,2,687,1750138.059,460
arunachal-pradesh,dibang valley district,2019,2,98,214966.6162,461
arunachal-pradesh,west kameng district,2019,2,37430,122521180.8,462
arunachal-pradesh,shi yomi district,2019,2,13,65209.39364,463
arunachal-pradesh,east siang district,2019,2,16494,46549881.24,464
arunachal-pradesh,upper subansiri district,2019,2,4827,18395806.57,465
arunachal-pradesh,east kameng district,2019,2,2309,8996397.735,466
arunachal-pradesh,lohit district,2019,2,18693,48893746.83,467
arunachal-pradesh,lepa rada district,2019,2,2108,5045595.907,468
arunachal-pradesh,tawang district,2019,2,15960,55915834.59,469
arunachal-pradesh,namsai district,2019,2,9637,22491356.66,470
arunachal-pradesh,lower dibang valley district,2019,3,8405,15177864.64,471
arunachal-pradesh,lower subansiri district,2019,3,8828,21059967.5,472
arunachal-pradesh,longding district,2019,3,10269,26620415.02,473
arunachal-pradesh,west siang district,2019,3,11889,30014806.82,474
arunachal-pradesh,kamle district,2019,3,677,968784.5134,475
arunachal-pradesh,upper siang district,2019,3,1419,3927440.442,476
arunachal-pradesh,tirap district,2019,3,11249,21737827.19,477
arunachal-pradesh,papum pare district,2019,3,117940,301518075.7,478
arunachal-pradesh,kurung kumey district,2019,3,1579,3674797.099,479
arunachal-pradesh,anjaw district,2019,3,4230,9665384.075,480
arunachal-pradesh,siang district,2019,3,2640,6888800.899,481
arunachal-pradesh,lower siang district,2019,3,5348,9507511.569,482
arunachal-pradesh,kra daadi district,2019,3,2187,5520848.186,483
arunachal-pradesh,changlang district,2019,3,29218,58354823.44,484
arunachal-pradesh,pakke kessang district,2019,3,977,2145842.293,485
arunachal-pradesh,dibang valley district,2019,3,202,675909.9963,486
arunachal-pradesh,west kameng district,2019,3,53939,147186019.9,487
arunachal-pradesh,shi yomi district,2019,3,27,30367.75471,488
arunachal-pradesh,east siang district,2019,3,22611,58040119.96,489
arunachal-pradesh,upper subansiri district,2019,3,7803,22099628.49,490
arunachal-pradesh,east kameng district,2019,3,3814,10631335.87,491
arunachal-pradesh,lohit district,2019,3,24505,54539458.21,492
arunachal-pradesh,lepa rada district,2019,3,2928,4930337.942,493
arunachal-pradesh,tawang district,2019,3,24097,72221026.28,494
arunachal-pradesh,namsai district,2019,3,13453,25507641.02,495
arunachal-pradesh,lower dibang valley district,2019,4,10376,21103089.24,496
arunachal-pradesh,lower subansiri district,2019,4,11806,29634357.49,497
arunachal-pradesh,longding district,2019,4,11018,29245021.39,498
arunachal-pradesh,west siang district,2019,4,14581,39460255.47,499
arunachal-pradesh,kamle district,2019,4,999,1620922.328,500
arunachal-pradesh,upper siang district,2019,4,4165,12739585.64,501
arunachal-pradesh,tirap district,2019,4,16459,38467790.73,502
arunachal-pradesh,papum pare district,2019,4,143272,378838002.3,503
arunachal-pradesh,kurung kumey district,2019,4,1343,4526789.749,504
arunachal-pradesh,anjaw district,2019,4,5417,11887950.53,505
arunachal-pradesh,siang district,2019,4,4756,8833695.425,506
arunachal-pradesh,lower siang district,2019,4,6628,11985865.26,507
arunachal-pradesh,kra daadi district,2019,4,2830,7804936.328,508
arunachal-pradesh,changlang district,2019,4,33963,71874990.96,509
arunachal-pradesh,pakke kessang district,2019,4,1194,2287739.012,510
arunachal-pradesh,dibang valley district,2019,4,267,1240493.027,511
arunachal-pradesh,west kameng district,2019,4,66740,198205637.5,512
arunachal-pradesh,shi yomi district,2019,4,232,170772.7268,513
arunachal-pradesh,east siang district,2019,4,26605,72075285.44,514
arunachal-pradesh,upper subansiri district,2019,4,9285,28319761.87,515
arunachal-pradesh,east kameng district,2019,4,5646,19408662.75,516
arunachal-pradesh,lohit district,2019,4,29281,67502324.59,517
arunachal-pradesh,lepa rada district,2019,4,4245,8888753.876,518
arunachal-pradesh,tawang district,2019,4,30077,91949243.61,519
arunachal-pradesh,namsai district,2019,4,18290,32501252.24,520
arunachal-pradesh,lower dibang valley district,2020,1,14400,29552510.94,521
arunachal-pradesh,lower subansiri district,2020,1,15770,34273250.72,522
arunachal-pradesh,longding district,2020,1,13240,35267439.98,523
arunachal-pradesh,west siang district,2020,1,19728,47929440.73,524
arunachal-pradesh,kamle district,2020,1,1434,3418975.826,525
arunachal-pradesh,upper siang district,2020,1,7055,17820679.65,526
arunachal-pradesh,tirap district,2020,1,18369,40877851.79,527
arunachal-pradesh,papum pare district,2020,1,180373,457430754.2,528
arunachal-pradesh,kurung kumey district,2020,1,2294,5942677.062,529
arunachal-pradesh,anjaw district,2020,1,5025,12808735.86,530
arunachal-pradesh,siang district,2020,1,5136,11962344.14,531
arunachal-pradesh,lower siang district,2020,1,8047,15520255.4,532
arunachal-pradesh,kra daadi district,2020,1,3407,10045462.8,533
arunachal-pradesh,changlang district,2020,1,43858,93461363.59,534
arunachal-pradesh,pakke kessang district,2020,1,2044,3425821.316,535
arunachal-pradesh,dibang valley district,2020,1,397,878784.5955,536
arunachal-pradesh,west kameng district,2020,1,75363,198712422.2,537
arunachal-pradesh,shi yomi district,2020,1,117,566189.9937,538
arunachal-pradesh,east siang district,2020,1,33743,82011539.43,539
arunachal-pradesh,upper subansiri district,2020,1,12313,33686711.81,540
arunachal-pradesh,east kameng district,2020,1,7379,20456070.89,541
arunachal-pradesh,lohit district,2020,1,36985,83701268.27,542
arunachal-pradesh,lepa rada district,2020,1,5721,11137993.77,543
arunachal-pradesh,tawang district,2020,1,31865,84425193.42,544
arunachal-pradesh,namsai district,2020,1,23112,46444942.96,545
arunachal-pradesh,lower dibang valley district,2020,2,26234,42360072.53,546
arunachal-pradesh,lower subansiri district,2020,2,25703,46133123.52,547
arunachal-pradesh,longding district,2020,2,20664,54678022.5,548
arunachal-pradesh,west siang district,2020,2,32777,72790231.05,549
arunachal-pradesh,kamle district,2020,2,2397,4126243.078,550
arunachal-pradesh,upper siang district,2020,2,10899,28048492.11,551
arunachal-pradesh,tirap district,2020,2,28830,63497030.84,552
arunachal-pradesh,papum pare district,2020,2,221728,535085907.3,553
arunachal-pradesh,kurung kumey district,2020,2,3847,11359743.46,554
arunachal-pradesh,anjaw district,2020,2,7617,18795023.53,555
arunachal-pradesh,siang district,2020,2,9827,18585670.47,556
arunachal-pradesh,lower siang district,2020,2,13321,23571085.32,557
arunachal-pradesh,kra daadi district,2020,2,5264,15730996.23,558
arunachal-pradesh,changlang district,2020,2,69279,128572448,559
arunachal-pradesh,pakke kessang district,2020,2,3558,4635272.064,560
arunachal-pradesh,dibang valley district,2020,2,966,2559724.837,561
arunachal-pradesh,west kameng district,2020,2,95421,251395972.2,562
arunachal-pradesh,shi yomi district,2020,2,302,1222863.436,563
arunachal-pradesh,east siang district,2020,2,55680,112693868.8,564
arunachal-pradesh,upper subansiri district,2020,2,18056,43140688.97,565
arunachal-pradesh,east kameng district,2020,2,11791,40506284.27,566
arunachal-pradesh,lohit district,2020,2,56541,114730675.5,567
arunachal-pradesh,lepa rada district,2020,2,8601,16064862.37,568
arunachal-pradesh,tawang district,2020,2,44499,121561732.2,569
arunachal-pradesh,namsai district,2020,2,34972,54870798.31,570
arunachal-pradesh,lower dibang valley district,2020,3,27655,63469161.33,571
arunachal-pradesh,lower subansiri district,2020,3,26596,59707234.22,572
arunachal-pradesh,longding district,2020,3,21445,63273209.98,573
arunachal-pradesh,west siang district,2020,3,34295,92449732.96,574
arunachal-pradesh,kamle district,2020,3,2618,5300885.933,575
arunachal-pradesh,upper siang district,2020,3,12707,40210852.99,576
arunachal-pradesh,tirap district,2020,3,30046,81539831.53,577
arunachal-pradesh,papum pare district,2020,3,298350,859373863.7,578
arunachal-pradesh,kurung kumey district,2020,3,4391,13864822.73,579
arunachal-pradesh,anjaw district,2020,3,9751,31524690.46,580
arunachal-pradesh,siang district,2020,3,10489,21236201.53,581
arunachal-pradesh,lower siang district,2020,3,12456,28754627.35,582
arunachal-pradesh,kra daadi district,2020,3,5676,16181045.61,583
arunachal-pradesh,changlang district,2020,3,73842,159158438.9,584
arunachal-pradesh,pakke kessang district,2020,3,3469,6301715.335,585
arunachal-pradesh,dibang valley district,2020,3,899,3061207.293,586
arunachal-pradesh,west kameng district,2020,3,111029,332812237.8,587
arunachal-pradesh,shi yomi district,2020,3,521,3410288.131,588
arunachal-pradesh,east siang district,2020,3,69710,176323789.9,589
arunachal-pradesh,upper subansiri district,2020,3,24387,70811197.58,590
arunachal-pradesh,east kameng district,2020,3,13421,43881134.37,591
arunachal-pradesh,lohit district,2020,3,65889,156523653.2,592
arunachal-pradesh,lepa rada district,2020,3,10150,22146313.37,593
arunachal-pradesh,tawang district,2020,3,56016,182137862.7,594
arunachal-pradesh,namsai district,2020,3,37019,76484566.53,595
arunachal-pradesh,lower dibang valley district,2020,4,33455,81929299.57,596
arunachal-pradesh,lower subansiri district,2020,4,31411,97681186.9,597
arunachal-pradesh,longding district,2020,4,26089,74890543.92,598
arunachal-pradesh,west siang district,2020,4,45207,125118193,599
arunachal-pradesh,kamle district,2020,4,3611,10000596.41,600
arunachal-pradesh,upper siang district,2020,4,19943,78146755.89,601
arunachal-pradesh,tirap district,2020,4,36124,104709589.7,602
arunachal-pradesh,papum pare district,2020,4,390528,1205917754,603
arunachal-pradesh,kurung kumey district,2020,4,4581,17134470.44,604
arunachal-pradesh,anjaw district,2020,4,17228,49318880.52,605
arunachal-pradesh,siang district,2020,4,12962,32619173.24,606
arunachal-pradesh,lower siang district,2020,4,14782,33891568.65,607
arunachal-pradesh,kra daadi district,2020,4,7619,30458774.81,608
arunachal-pradesh,changlang district,2020,4,84852,204367875.1,609
arunachal-pradesh,pakke kessang district,2020,4,3064,7503555.504,610
arunachal-pradesh,dibang valley district,2020,4,1705,6749773.196,611
arunachal-pradesh,west kameng district,2020,4,129575,390436113.7,612
arunachal-pradesh,shi yomi district,2020,4,1103,6627025.636,613
arunachal-pradesh,east siang district,2020,4,88632,250515095.2,614
arunachal-pradesh,upper subansiri district,2020,4,31426,109405900.8,615
arunachal-pradesh,east kameng district,2020,4,16340,64104581.34,616
arunachal-pradesh,lohit district,2020,4,80530,196997836.8,617
arunachal-pradesh,lepa rada district,2020,4,14338,39340491.72,618
arunachal-pradesh,tawang district,2020,4,67262,240482254.6,619
arunachal-pradesh,namsai district,2020,4,46762,111916731.5,620
arunachal-pradesh,lower dibang valley district,2021,1,32427,90709108.52,621
arunachal-pradesh,lower subansiri district,2021,1,29916,106591163,622
arunachal-pradesh,longding district,2021,1,23962,75573420.97,623
arunachal-pradesh,west siang district,2021,1,42575,138700637.3,624
arunachal-pradesh,kamle district,2021,1,3092,11023767.7,625
arunachal-pradesh,upper siang district,2021,1,21312,73026286.55,626
arunachal-pradesh,tirap district,2021,1,32043,110593517.1,627
arunachal-pradesh,papum pare district,2021,1,419891,1388723427,628
arunachal-pradesh,kurung kumey district,2021,1,4962,22483754.8,629
arunachal-pradesh,anjaw district,2021,1,12823,38844865.55,630
arunachal-pradesh,siang district,2021,1,13679,42644184.41,631
arunachal-pradesh,lower siang district,2021,1,13231,37929392.8,632
arunachal-pradesh,kra daadi district,2021,1,6393,24326518.99,633
arunachal-pradesh,changlang district,2021,1,78849,220167765.5,634
arunachal-pradesh,pakke kessang district,2021,1,3563,8146941.792,635
arunachal-pradesh,dibang valley district,2021,1,1930,7949867.974,636
arunachal-pradesh,west kameng district,2021,1,120906,384735272.8,637
arunachal-pradesh,shi yomi district,2021,1,1251,6905518.173,638
arunachal-pradesh,east siang district,2021,1,82357,253988360.8,639
arunachal-pradesh,upper subansiri district,2021,1,28053,116973014.5,640
arunachal-pradesh,east kameng district,2021,1,16281,77915774.21,641
arunachal-pradesh,lohit district,2021,1,72380,198534806.9,642
arunachal-pradesh,lepa rada district,2021,1,15690,52794992.78,643
arunachal-pradesh,tawang district,2021,1,54137,207859088.4,644
arunachal-pradesh,namsai district,2021,1,45753,116637630.7,645
arunachal-pradesh,lower dibang valley district,2021,2,42091,105552358.1,646
arunachal-pradesh,lower subansiri district,2021,2,40081,120717472.9,647
arunachal-pradesh,longding district,2021,2,31640,96566640.53,648
arunachal-pradesh,west siang district,2021,2,59341,180700138.8,649
arunachal-pradesh,kamle district,2021,2,5476,17345427.04,650
arunachal-pradesh,upper siang district,2021,2,25971,89455180.07,651
arunachal-pradesh,tirap district,2021,2,46320,144548683.3,652
arunachal-pradesh,papum pare district,2021,2,552953,1501062555,653
arunachal-pradesh,kurung kumey district,2021,2,6623,27396796.62,654
arunachal-pradesh,anjaw district,2021,2,15311,43475744.24,655
arunachal-pradesh,siang district,2021,2,17032,52687221.43,656
arunachal-pradesh,lower siang district,2021,2,17401,45499278.57,657
arunachal-pradesh,kra daadi district,2021,2,8758,35998227.6,658
arunachal-pradesh,changlang district,2021,2,105461,264031910.3,659
arunachal-pradesh,pakke kessang district,2021,2,4424,13097426.07,660
arunachal-pradesh,dibang valley district,2021,2,1995,9465919.623,661
arunachal-pradesh,west kameng district,2021,2,164866,482626617.9,662
arunachal-pradesh,shi yomi district,2021,2,2135,12166777.19,663
arunachal-pradesh,east siang district,2021,2,106787,286839106.5,664
arunachal-pradesh,upper subansiri district,2021,2,35856,131912938.8,665
arunachal-pradesh,east kameng district,2021,2,22015,95352007.56,666
