State,District,Year,Quarter,RegisteredUser,Appopens,S.no
assam,"lakhimpur district",2019,1,31154,0,954
assam,"kamrup district",2019,1,54910,0,955
assam,"kokrajhar district",2019,1,21029,0,956
assam,"karbi anglong district",2019,1,20131,0,957
assam,"sivasagar district",2019,1,28059,0,958
assam,"dibrugarh district",2019,1,62656,0,959
assam,"south salmara mancachar district",2019,1,8674,0,960
assam,"nagaon district",2019,1,66306,0,961
assam,"dhubri district",2019,1,36652,0,962
assam,"golaghat district",2019,1,34918,0,963
assam,"udalguri district",2019,1,19336,0,964
assam,"majuli district",2019,1,4861,0,965
assam,"sonitpur district",2019,1,62218,0,966
assam,"hojai district",2019,1,23708,0,967
assam,"marigaon district",2019,1,26319,0,968
assam,"chirang district",2019,1,11867,0,969
assam,"cachar district",2019,1,64241,0,970
assam,"nalbari district",2019,1,24925,0,971
assam,"west karbi anglong district",2019,1,3720,0,972
assam,"dhemaji district",2019,1,24052,0,973
assam,"karimganj district",2019,1,29208,0,974
assam,"bongaigaon district",2019,1,29773,0,975
assam,"dima hasao district",2019,1,7915,0,976
assam,"baksa district",2019,1,24926,0,977
assam,"charaideo district",2019,1,15161,0,978
assam,"darrang district",2019,1,27070,0,979
assam,"kamrup metropolitan district",2019,1,255112,0,980
assam,"hailakandi district",2019,1,20697,0,981
assam,"barpeta district",2019,1,67729,0,982
assam,"goalpara district",2019,1,33006,0,983
assam,"biswanath district",2019,1,19050,0,984
assam,"jorhat district",2019,1,48594,0,985
assam,"tinsukia district",2019,2,60548,283819,986
assam,"lakhimpur district",2019,2,38140,171210,987
assam,"kamrup district",2019,2,65883,353221,988
assam,"kokrajhar district",2019,2,25095,120739,989
assam,"karbi anglong district",2019,2,24186,115110,990
assam,"sivasagar district",2019,2,33791,143808,991
assam,"dibrugarh district",2019,2,74342,328867,992
assam,"south salmara mancachar district",2019,2,10692,58308,993
assam,"nagaon district",2019,2,79322,381734,994
assam,"dhubri district",2019,2,43396,201797,995
assam,"golaghat district",2019,2,42168,177570,996
assam,"udalguri district",2019,2,23656,109522,997
assam,"majuli district",2019,2,6014,27261,998
assam,"sonitpur district",2019,2,73717,367930,999
assam,"hojai district",2019,2,28419,131855,1000
